customer_id,first_name,last_name,email,country,city,created_at,customer_segment,lifetime_value,avg_order_value,order_frequency,preferred_categories,is_vip,newsletter_subscriber,mobile_app_user,last_active_date
CUST-2025-001342,Inocencio,Smith,inocencio.smith@hotmail.de,US,Alicante,2024-07-16,Budget,317.01,63.11,2.3,Sports,False,True,False,2025-10-27
CUST-2025-001343,Lisa,Rémy,lisa.rémy@yahoo.com,FR,South Kristin,2024-12-28,Regular,1853.15,69.21,3.5,Fashion,False,False,False,2025-11-13
CUST-2025-001344,Jessica,Trujillo,jessica.trujillo@gmail.com,AU,Brockhaven,2024-05-16,Budget,471.94,86.09,2.6,"Home & Garden,Health & Beauty,Sports",False,False,False,2025-08-16
CUST-2025-001345,Théophile,Dickerson,théophile.dickerson@gmail.com,FR,Pierre,2024-11-04,Regular,850.47,146.46,4.0,"Books,Sports",False,False,True,2025-09-18
CUST-2025-001346,Josefine,Marsh,josefine.marsh@hotmail.com,US,Hildburghausen,2023-03-03,Premium,1087.13,253.32,8.0,"Electronics,Health & Beauty,Sports",False,True,False,2024-09-30
CUST-2025-001347,Guy,Mcdowell,guy.mcdowell@yahoo.com,US,Baleares,2024-11-28,Regular,1987.43,157.66,3.5,"Health & Beauty,Home & Garden,Books",False,True,True,2025-03-05
CUST-2025-001348,Marta,Anderson,marta.anderson@gmx.de,DE,Luckenwalde,2023-10-29,Budget,484.47,55.63,2.6,"Health & Beauty,Fashion,Home & Garden",False,True,False,2024-06-28
CUST-2025-001349,Stéphane,Jäkel,stéphane.jäkel@free.fr,US,Soria,2025-11-11,Premium,4273.6,188.7,8.0,"Health & Beauty,Home & Garden,Fashion",False,True,True,2025-12-08
CUST-2025-001350,Aurore,Michel,aurore.michel@hotmail.de,US,Magdeburg,2024-11-02,Budget,670.87,46.47,2.6,"Fashion,Home & Garden,Sports",False,False,True,2025-02-22
CUST-2025-001351,Stephen,Faivre,stephen.faivre@gmail.com,US,Perret,2024-03-01,Budget,457.2,75.26,1.6,"Home & Garden,Electronics,Fashion",False,True,True,2024-11-07
CUST-2025-001352,Patrick,Trüb,patrick.trüb@hotmail.com,GB,Nordhausen,2024-05-13,Regular,950.11,125.48,4.1,"Books,Electronics",False,True,True,2025-11-30
CUST-2025-001353,Pepito,Batlle,pepito.batlle@gmx.de,ES,Lübz,2025-04-15,Regular,1589.9,111.63,4.1,"Fashion,Electronics,Sports",False,True,True,2025-04-17
CUST-2025-001354,Wally,Picard,wally.picard@web.de,US,Las Palmas,2023-02-10,Regular,1670.4,118.25,4.0,"Home & Garden,Sports,Fashion",False,True,True,2023-09-09
CUST-2025-001355,Emilio,Masse,emilio.masse@noos.fr,CA,Marchaldan,2024-08-14,Regular,427.76,199.96,3.2,"Home & Garden,Sports,Electronics",False,True,False,2025-05-07
CUST-2025-001356,Jörg-Peter,Bilbao,jörg-peter.bilbao@yahoo.com,US,Sainte LaureVille,2025-03-29,Budget,291.81,43.21,1.6,"Books,Health & Beauty",False,False,False,2025-08-31
CUST-2025-001357,Jaime,Sexton,jaime.sexton@googlemail.com,US,Cádiz,2023-02-09,Budget,602.7,56.32,1.6,"Health & Beauty,Electronics,Sports",False,False,True,2023-08-05
CUST-2025-001358,Tina,Gil,tina.gil@hotmail.de,DE,Cousin,2025-08-25,Premium,6671.98,364.68,8.1,Sports,True,True,False,2025-09-16
CUST-2025-001359,Aura,Elliott,aura.elliott@gmail.com,US,North Danielleborough,2023-03-12,Budget,567.97,16.91,2.1,Electronics,False,True,True,2023-08-06
CUST-2025-001360,Barbara,Gallegos,barbara.gallegos@gmx.de,GB,Hudsonfurt,2023-04-29,Budget,679.63,35.62,1.7,Books,False,True,True,2024-11-10
CUST-2025-001361,Geneviève,Gonzalez,geneviève.gonzalez@hotmail.com,DE,Delitzsch,2023-09-23,Regular,993.41,63.85,2.5,Electronics,False,True,False,2024-02-25
CUST-2025-001362,Frédéric,Kobelt,frédéric.kobelt@hotmail.com,US,Sainte Pauletteboeuf,2024-02-10,Enterprise,17730.56,977.3,13.7,Fashion,True,True,False,2024-10-26
CUST-2025-001363,Théophile,Roberts,théophile.roberts@gmail.com,US,Port Valerie,2023-07-23,Regular,343.66,174.14,3.9,Sports,False,False,True,2024-09-10
CUST-2025-001364,Alix,Putz,alix.putz@yahoo.com,US,Valladolid,2023-05-01,Budget,313.27,28.89,1.7,Home & Garden,False,True,True,2024-08-25
CUST-2025-001365,Urs,Flantz,urs.flantz@hotmail.com,US,Soest,2023-02-21,Budget,492.32,21.55,1.8,"Electronics,Sports,Health & Beauty",False,False,True,2025-10-13
CUST-2025-001366,Ambrosio,Breton,ambrosio.breton@hotmail.com,US,Herzberg,2024-10-03,Regular,2467.12,119.53,3.0,"Home & Garden,Sports,Fashion",False,True,False,2025-04-04
CUST-2025-001367,Dennis,Bien,dennis.bien@gmail.com,DE,Wesel,2025-09-16,Budget,302.83,95.52,1.9,"Home & Garden,Fashion",False,True,False,2025-10-12
CUST-2025-001368,Lisa,Matthews,lisa.matthews@hotmail.com,DE,Maryburgh,2025-08-26,Regular,1415.32,114.18,4.7,"Health & Beauty,Electronics",False,False,True,2025-10-29
CUST-2025-001369,Cordula,Pineau,cordula.pineau@hotmail.de,US,Sabrinafort,2024-01-06,Budget,252.53,57.05,1.7,"Home & Garden,Electronics",False,False,True,2024-10-17
CUST-2025-001370,Jose Carlos,Schenk,jose carlos.schenk@hotmail.com,IT,Siegen,2025-06-30,Regular,1938.5,73.44,5.0,"Health & Beauty,Home & Garden",False,True,False,2025-08-01
CUST-2025-001371,Margaux,Thomas,margaux.thomas@tiscali.fr,US,Saint Joséphine,2024-03-19,Premium,5972.59,395.91,10.8,"Health & Beauty,Sports",False,False,True,2025-11-20
CUST-2025-001372,Alf,Antúnez,alf.antúnez@hotmail.com,FR,Halberstadt,2024-05-30,Budget,83.39,58.78,3.0,Home & Garden,False,True,True,2024-11-30
CUST-2025-001373,Elisa,Gosselin,elisa.gosselin@ifrance.com,AU,North Carmenmouth,2023-08-26,Regular,1335.43,105.25,4.7,"Home & Garden,Health & Beauty,Electronics",False,True,True,2023-11-17
CUST-2025-001374,Susan,Boulay,susan.boulay@hotmail.com,IT,Albacete,2024-04-04,Enterprise,13653.33,558.7,12.5,Books,False,True,True,2024-11-18
CUST-2025-001375,Emmanuel,Golden,emmanuel.golden@club-internet.fr,ES,Cantabria,2023-07-13,Budget,431.7,62.51,1.2,"Sports,Electronics",False,True,True,2024-03-04
CUST-2025-001376,Anto,Niño,anto.niño@hotmail.com,US,Gaudin-sur-Bègue,2024-11-17,Regular,1439.26,101.16,3.5,Books,False,True,False,2025-01-06
CUST-2025-001377,Stéphanie,Lester,stéphanie.lester@aol.de,FR,Millerside,2024-05-31,Regular,1011.31,99.21,5.4,"Home & Garden,Fashion",False,True,False,2024-10-15
CUST-2025-001378,Claire,Casey,claire.casey@voila.fr,US,Navarra,2023-07-11,Premium,2268.88,440.82,6.0,"Sports,Health & Beauty,Fashion",False,True,False,2024-04-17
CUST-2025-001379,Noël,Malo,noël.malo@yahoo.de,IT,Aurich,2025-11-20,Budget,536.52,95.15,2.8,"Electronics,Home & Garden",False,True,False,2025-11-29
CUST-2025-001380,Thierry,Martin,thierry.martin@orange.fr,FR,Stendal,2023-01-31,Regular,1786.12,69.78,3.0,Sports,False,True,True,2025-08-31
CUST-2025-001381,Jürgen,Flantz,jürgen.flantz@yahoo.com,US,Suhl,2023-09-20,Budget,458.0,78.94,2.1,Sports,False,True,False,2023-12-04
CUST-2025-001382,Timothy,Marí,timothy.marí@yahoo.com,US,Baleares,2025-03-21,Regular,1481.94,123.46,1.9,"Electronics,Fashion",False,False,False,2025-11-10
CUST-2025-001383,Gerd,Schultz,gerd.schultz@googlemail.com,US,Grondin,2023-09-16,Premium,4681.47,366.62,9.1,Electronics,False,True,False,2024-05-03
CUST-2025-001384,Adrienne,Pomares,adrienne.pomares@gmail.com,US,South Janet,2024-06-21,Budget,338.57,36.61,1.7,Home & Garden,False,False,False,2025-03-02
CUST-2025-001385,Roy,Salamanca,roy.salamanca@gmail.com,IT,Bernard-sur-Arnaud,2025-11-24,Regular,1921.7,147.98,2.3,"Home & Garden,Fashion,Electronics",False,True,True,2025-12-20
CUST-2025-001386,Albina,Rodriguez,albina.rodriguez@gmail.com,AU,Guilbertdan,2025-02-22,Budget,183.13,75.49,2.5,Books,False,True,False,2025-12-01
CUST-2025-001387,Trini,Pareja,trini.pareja@yahoo.com,FR,Petitjean,2025-12-15,Regular,2012.66,128.03,5.1,"Sports,Home & Garden,Books",False,True,True,2025-12-21
CUST-2025-001388,Beata,Stroh,beata.stroh@yahoo.de,FR,Bruneau-sur-Berthelot,2023-11-15,Premium,3884.63,199.69,6.6,Electronics,False,False,True,2025-02-06
CUST-2025-001389,Clémence,Sloan,clémence.sloan@googlemail.com,FR,Godard-les-Bains,2024-07-02,Budget,342.74,52.19,2.1,"Sports,Health & Beauty,Electronics",False,True,False,2024-10-28
CUST-2025-001390,Dani,Heser,dani.heser@gmail.com,GB,Badajoz,2025-08-19,Budget,231.74,39.99,2.1,"Sports,Electronics,Books",False,True,True,2025-09-24
CUST-2025-001391,Tyler,Duhamel,tyler.duhamel@yahoo.fr,ES,West Courtneyborough,2025-04-22,Budget,343.87,73.32,2.3,"Books,Fashion,Health & Beauty",False,True,False,2025-08-28
CUST-2025-001392,Pili,Osuna,pili.osuna@aol.de,US,Wiedenbrück,2023-04-10,Regular,1151.59,116.16,2.5,"Fashion,Health & Beauty",False,False,False,2025-07-23
CUST-2025-001393,Cindy,Nette,cindy.nette@yahoo.fr,IT,Laine-sur-Berger,2025-12-25,Premium,4357.63,325.08,9.6,Fashion,False,True,False,2025-12-26
CUST-2025-001394,Gustavo,Reuter,gustavo.reuter@gmail.com,DE,Deschamps-sur-Godard,2024-11-11,Regular,2308.86,66.27,4.2,"Fashion,Electronics",False,False,False,2025-01-08
CUST-2025-001395,Armando,Pujadas,armando.pujadas@yahoo.com,IT,East Stevenshire,2023-07-25,Regular,2275.04,196.18,3.8,"Sports,Home & Garden",False,True,True,2023-10-07
CUST-2025-001396,Waldemar,Pichon,waldemar.pichon@hotmail.com,US,Grondin,2025-11-09,Regular,2076.12,89.39,4.3,"Fashion,Health & Beauty,Electronics",False,True,True,2025-11-11
CUST-2025-001397,Melissa,Borrell,melissa.borrell@tiscali.fr,US,Plauen,2023-12-03,Regular,912.77,191.45,3.8,"Health & Beauty,Sports",False,False,True,2024-10-29
CUST-2025-001398,Keith,Ochoa,keith.ochoa@yahoo.com,US,Lacroix,2024-05-02,Budget,571.61,55.11,1.7,"Health & Beauty,Sports",False,True,True,2024-08-15
CUST-2025-001399,Beverly,Roldán,beverly.roldán@gmail.com,DE,Kulmbach,2025-11-22,Budget,233.48,86.03,1.5,"Books,Electronics,Fashion",False,True,True,2025-12-26
CUST-2025-001400,Stephanie,Mendez,stephanie.mendez@gmail.com,US,Melsungen,2025-07-04,Regular,590.27,128.34,5.1,"Fashion,Electronics",False,True,True,2025-09-12
CUST-2025-001401,Zeynep,Junk,zeynep.junk@hotmail.com,IT,Huesca,2023-05-17,Premium,5314.32,229.4,6.1,Home & Garden,False,True,True,2024-07-19
CUST-2025-001402,Noa,Jäkel,noa.jäkel@yahoo.com,IT,Lake Austinport,2024-12-18,Budget,429.53,75.93,1.7,"Books,Fashion,Health & Beauty",False,True,False,2025-08-16
CUST-2025-001403,Adolfo,Morris,adolfo.morris@hotmail.de,US,Bad Kreuznach,2024-12-31,Regular,1192.69,174.61,5.1,Books,False,True,True,2025-12-03
CUST-2025-001404,Martina,Peron,martina.peron@hotmail.com,DE,East Elizabethborough,2023-01-14,Premium,4792.07,436.24,6.6,"Books,Health & Beauty,Sports",False,False,True,2023-11-19
CUST-2025-001405,Aleksej,Paniagua,aleksej.paniagua@yahoo.com,US,Jamestown,2023-01-26,Enterprise,8472.05,736.36,8.8,Health & Beauty,False,True,False,2025-03-26
CUST-2025-001406,Patricia,Canales,patricia.canales@yahoo.com,US,Sarahview,2024-02-04,Regular,825.13,152.7,4.8,"Home & Garden,Sports",False,True,True,2025-12-24
CUST-2025-001407,Stephanie,Mathews,stephanie.mathews@yahoo.com,FR,Brandiview,2024-10-24,Regular,1354.56,72.51,5.0,"Electronics,Sports",False,True,False,2025-11-18
CUST-2025-001408,Petra,James,petra.james@gmail.com,DE,East Jared,2025-03-16,Regular,1593.24,152.83,2.9,"Fashion,Home & Garden,Electronics",False,False,True,2025-05-25
CUST-2025-001409,Herrmann,Gnatz,herrmann.gnatz@gmail.com,US,Gräfenhainichen,2023-04-18,Regular,1946.56,50.81,4.0,"Books,Fashion",False,False,False,2025-09-14
CUST-2025-001410,Rosalva,Heintze,rosalva.heintze@noos.fr,AU,Bernier,2025-07-22,Regular,734.54,155.08,3.6,"Home & Garden,Fashion",False,True,False,2025-12-10
CUST-2025-001411,Claus-Dieter,Colin,claus-dieter.colin@hotmail.fr,IT,West Jasonville,2025-04-07,Regular,1399.38,88.01,4.0,"Electronics,Books",False,False,True,2025-12-25
CUST-2025-001412,Luce,Wiek,luce.wiek@googlemail.com,DE,Melilla,2023-12-01,Regular,709.63,118.26,5.5,"Electronics,Books",False,False,True,2024-04-18
CUST-2025-001413,Haley,Evans,haley.evans@hotmail.com,GB,LarocheBourg,2023-03-06,Regular,1847.5,97.59,1.6,"Home & Garden,Electronics,Books",False,True,True,2025-07-26
CUST-2025-001414,Julie,Blanchet,julie.blanchet@gmail.com,US,Isaachaven,2024-02-28,Premium,4301.66,281.79,9.1,"Electronics,Fashion,Health & Beauty",True,True,True,2025-02-08
CUST-2025-001415,Simone,Zänker,simone.zänker@hotmail.fr,GB,Kyritz,2024-09-04,Budget,520.58,50.36,1.9,"Electronics,Sports,Books",False,True,True,2025-08-09
CUST-2025-001416,Eligio,Alberdi,eligio.alberdi@dbmail.com,GB,Bayreuth,2024-05-07,Regular,1043.18,108.38,3.0,Sports,False,True,True,2025-04-15
CUST-2025-001417,Dana,Olmo,dana.olmo@hotmail.de,US,East Dwayneborough,2023-11-14,Regular,700.79,89.8,3.4,"Sports,Home & Garden",False,True,False,2024-08-10
CUST-2025-001418,Jessica,Bousquet,jessica.bousquet@gmail.com,FR,Martinez,2024-05-19,Premium,5020.32,312.27,7.9,"Books,Fashion",True,False,True,2025-01-15
CUST-2025-001419,Valentina,Dias,valentina.dias@gmail.com,US,Badajoz,2024-11-08,Premium,5136.43,143.36,10.0,Electronics,True,True,True,2024-11-21
CUST-2025-001420,Margarethe,Molina,margarethe.molina@yahoo.com,US,Ávila,2023-10-10,Budget,284.71,73.4,2.4,"Sports,Health & Beauty,Home & Garden",False,True,True,2024-05-01
CUST-2025-001421,Ariadna,Moliner,ariadna.moliner@club-internet.fr,US,Regnier,2023-03-25,Budget,414.9,82.7,2.8,"Health & Beauty,Home & Garden",False,True,True,2023-10-22
CUST-2025-001422,Cruz,Palmer,cruz.palmer@noos.fr,FR,Erding,2024-08-27,Regular,1974.37,131.94,2.9,Books,False,True,True,2025-12-17
CUST-2025-001423,Erich,Smith,erich.smith@voila.fr,US,Donaueschingen,2024-11-16,Regular,1872.21,81.16,4.0,"Books,Electronics,Sports",False,True,False,2025-10-11
CUST-2025-001424,Adrien,Amaya,adrien.amaya@yahoo.com,US,Melilla,2025-07-05,Regular,2116.81,106.63,6.3,"Fashion,Electronics,Home & Garden",False,True,False,2025-08-08
CUST-2025-001425,Carolin,Lemaître,carolin.lemaître@hotmail.de,US,Granada,2023-06-25,Budget,432.92,63.74,2.1,"Home & Garden,Fashion,Sports",False,False,True,2025-10-05
CUST-2025-001426,Ditmar,Phillips,ditmar.phillips@yahoo.com,FR,Whitakerland,2023-05-26,Budget,272.87,65.65,2.6,"Books,Fashion",False,True,True,2024-01-16
CUST-2025-001427,Mario,Perez,mario.perez@gmx.de,IT,Ramos,2024-03-08,Premium,5942.79,363.95,6.3,"Electronics,Sports,Health & Beauty",False,True,True,2025-07-07
CUST-2025-001428,Pavel,Peterson,pavel.peterson@yahoo.com,US,Zamora,2024-01-23,Regular,1726.57,130.45,3.5,"Books,Home & Garden",False,False,False,2025-02-18
CUST-2025-001429,Cynthia,Jourdan,cynthia.jourdan@aol.de,FR,Deschamps-sur-Mer,2024-10-15,Regular,1325.36,181.22,2.7,"Fashion,Sports,Home & Garden",False,False,False,2025-02-17
CUST-2025-001430,Jovita,Fabre,jovita.fabre@gmail.com,US,Torgau,2023-11-22,Premium,5397.74,242.71,6.1,"Sports,Home & Garden,Health & Beauty",False,False,False,2025-03-24
CUST-2025-001431,Pauline,Thompson,pauline.thompson@gmail.com,FR,Lucas,2023-09-08,Budget,228.66,49.05,2.9,"Home & Garden,Books,Sports",False,True,False,2025-12-11
CUST-2025-001432,Bernard,Charles,bernard.charles@googlemail.com,US,Sweeneyfurt,2023-09-03,Regular,2174.25,115.47,4.8,"Electronics,Sports",False,False,True,2025-09-20
CUST-2025-001433,Sylvia,Bourgeois,sylvia.bourgeois@yahoo.de,IT,Gimenezboeuf,2023-03-18,Premium,6206.44,419.17,8.0,"Health & Beauty,Fashion,Sports",False,True,True,2024-12-03
CUST-2025-001434,Gloria,Payet,gloria.payet@yahoo.fr,US,Mariondan,2024-06-14,Budget,262.12,51.16,1.7,"Electronics,Fashion",False,False,False,2025-01-13
CUST-2025-001435,Radmila,Boucher,radmila.boucher@hotmail.com,US,Goslar,2025-10-26,Regular,1543.96,121.08,2.7,"Sports,Electronics",False,True,False,2025-12-11
CUST-2025-001436,Tristan,Hicks,tristan.hicks@ifrance.com,DE,Monnier,2025-08-11,Regular,1656.65,110.35,3.7,"Sports,Home & Garden,Electronics",False,True,True,2025-10-03
CUST-2025-001437,Helmuth,Blanc,helmuth.blanc@aol.de,CA,Greeneland,2024-02-12,Regular,1712.04,82.4,3.1,"Electronics,Health & Beauty",False,True,False,2024-12-13
CUST-2025-001438,Emmanuel,Maldonado,emmanuel.maldonado@gmail.com,US,North Mark,2023-08-13,Regular,1139.81,122.31,4.0,Health & Beauty,False,False,False,2025-11-09
CUST-2025-001439,Erwin,Köster,erwin.köster@yahoo.com,AU,Brun,2023-09-07,Premium,5138.91,342.51,7.0,Electronics,True,True,False,2024-07-31
CUST-2025-001440,Martín,Armstrong,martín.armstrong@yahoo.com,FR,Cousin,2024-10-01,Budget,565.97,70.78,1.9,"Health & Beauty,Books",False,True,False,2025-01-02
CUST-2025-001441,Pío,Carsten,pío.carsten@gmail.com,FR,Nabburg,2024-09-14,Premium,3663.96,209.28,5.2,"Sports,Electronics",False,False,True,2024-11-03
CUST-2025-001442,Stéphanie,Langern,stéphanie.langern@gmail.com,GB,Greiz,2023-06-23,Regular,2070.91,90.71,4.5,"Books,Sports",False,True,True,2023-10-13
CUST-2025-001443,Rémy,Cooper,rémy.cooper@hotmail.com,CA,Pontevedra,2024-06-15,Budget,361.19,80.73,2.4,Books,False,True,False,2025-07-26
CUST-2025-001444,Wilfried,Gautier,wilfried.gautier@gmail.com,CA,Herzberg,2023-04-22,Regular,1248.15,93.62,2.0,Sports,False,True,False,2025-09-08
CUST-2025-001445,Rafaela,Mack,rafaela.mack@yahoo.de,FR,Lacroix,2024-09-23,Premium,7613.43,277.75,7.2,Fashion,False,True,False,2025-04-10
CUST-2025-001446,Cindy,Johann,cindy.johann@gmail.com,FR,Valencia,2024-07-24,Enterprise,12539.15,926.65,11.3,"Health & Beauty,Home & Garden",False,False,False,2025-08-13
CUST-2025-001447,Lindsey,Rivera,lindsey.rivera@hotmail.de,FR,East Travis,2023-08-19,Regular,842.39,119.61,3.4,"Fashion,Electronics,Sports",False,True,True,2024-02-20
CUST-2025-001448,Yésica,Poole,yésica.poole@gmail.com,US,Luckau,2023-06-12,Regular,1644.51,191.65,2.8,"Books,Fashion,Electronics",False,True,False,2025-02-14
CUST-2025-001449,Tiburcio,Manrique,tiburcio.manrique@hotmail.com,IT,Lugo,2025-01-15,Regular,2120.94,69.63,3.1,"Books,Sports,Electronics",False,True,True,2025-02-12
CUST-2025-001450,Jules,Brown,jules.brown@googlemail.com,GB,Teresashire,2024-06-02,Regular,937.68,92.74,3.4,"Home & Garden,Health & Beauty,Sports",False,False,False,2024-08-02
CUST-2025-001451,Jacqueline,Drewes,jacqueline.drewes@hotmail.com,GB,Moulin,2024-01-08,Budget,303.36,109.66,1.9,"Health & Beauty,Electronics,Fashion",False,True,False,2025-07-25
CUST-2025-001452,Paulette,Wieloch,paulette.wieloch@yahoo.com,GB,Jeantown,2024-09-11,Budget,564.51,70.71,2.9,"Home & Garden,Books,Fashion",False,True,True,2025-02-12
CUST-2025-001453,Matthieu,Klein,matthieu.klein@gmail.com,US,Pritzwalk,2025-06-20,Budget,539.75,29.45,2.3,Home & Garden,False,False,True,2025-07-02
CUST-2025-001454,Eric,Mahe,eric.mahe@yahoo.com,US,Einbeck,2023-12-27,Enterprise,12361.55,744.61,7.9,Electronics,True,False,True,2024-04-18
CUST-2025-001455,Luís,Lévy,luís.lévy@gmail.com,ES,Monschau,2025-12-01,Budget,404.03,71.3,1.7,"Fashion,Sports",False,True,True,2025-12-06
CUST-2025-001456,Kamil,Herman,kamil.herman@gmail.com,US,North Wendy,2025-04-19,Enterprise,9314.79,1034.14,14.3,Health & Beauty,False,True,True,2025-04-21
CUST-2025-001457,Roger,Humbert,roger.humbert@orange.fr,US,Barcelona,2023-08-04,Regular,2132.83,48.17,2.0,"Home & Garden,Books",False,False,True,2025-02-24
CUST-2025-001458,Fabiana,Posada,fabiana.posada@gmail.com,CA,Craigfort,2024-04-25,Regular,1769.66,126.68,3.8,"Health & Beauty,Electronics",False,True,True,2025-10-18
CUST-2025-001459,Daniel,Morel,daniel.morel@tiscali.fr,FR,Meyer-les-Bains,2023-06-27,Regular,1075.67,117.83,4.4,"Electronics,Health & Beauty,Sports",False,False,True,2024-07-25
CUST-2025-001460,Antoinette,Rios,antoinette.rios@gmail.com,DE,Eisenberg,2025-12-02,Enterprise,17129.0,967.32,7.6,"Books,Health & Beauty,Fashion",False,True,True,2025-12-21
CUST-2025-001461,Florina,Montesinos,florina.montesinos@googlemail.com,US,Port Rebeccaport,2024-12-19,Premium,5141.34,425.41,5.5,"Sports,Fashion,Health & Beauty",False,True,True,2025-11-15
CUST-2025-001462,Alcides,Dos Santos,alcides.dos santos@hotmail.com,US,Ceuta,2024-08-15,Regular,998.29,89.43,3.5,"Fashion,Health & Beauty,Home & Garden",False,True,False,2025-07-02
CUST-2025-001463,Angela,Sacristán,angela.sacristán@hotmail.com,CA,North Ryan,2025-11-08,Premium,3794.98,230.38,4.9,"Home & Garden,Electronics,Fashion",True,True,False,2025-11-14
CUST-2025-001464,Stanislaw,Godard,stanislaw.godard@gmail.com,FR,Ledoux,2024-10-12,Regular,1185.33,92.42,5.6,"Sports,Health & Beauty",False,True,True,2025-07-28
CUST-2025-001465,Cristóbal,Raymond,cristóbal.raymond@yahoo.de,GB,Ashleyhaven,2024-03-25,Budget,393.26,49.23,2.0,Books,False,False,True,2024-11-23
CUST-2025-001466,William,Arranz,william.arranz@hotmail.com,US,Siegen,2025-11-20,Regular,1081.91,59.2,4.2,Electronics,False,False,False,2025-11-30
CUST-2025-001467,Stephen,Jean,stephen.jean@sfr.fr,FR,Arnstadt,2024-11-22,Regular,2071.79,111.66,5.7,"Home & Garden,Health & Beauty,Fashion",False,True,False,2025-03-29
CUST-2025-001468,Laurent,Rodrigues,laurent.rodrigues@googlemail.com,DE,Göppingen,2024-04-13,Regular,760.41,163.6,5.4,Books,False,False,False,2025-06-24
CUST-2025-001469,Monica,Scholl,monica.scholl@yahoo.de,US,Mallersdorf,2024-03-12,Regular,2134.03,10.0,3.9,"Home & Garden,Health & Beauty,Electronics",False,True,False,2025-11-21
CUST-2025-001470,Kathleen,Budig,kathleen.budig@gmx.de,GB,Sömmerda,2024-08-13,Premium,3485.25,145.29,10.4,Books,False,True,True,2024-11-11
CUST-2025-001471,Oxana,Guitart,oxana.guitart@club-internet.fr,DE,Stevensonview,2023-07-15,Enterprise,13227.47,610.89,9.7,Books,False,True,False,2025-03-11
CUST-2025-001472,Egon,Weihmann,egon.weihmann@hotmail.com,US,Pontevedra,2024-03-26,Regular,2217.77,158.6,3.7,"Electronics,Health & Beauty,Home & Garden",False,True,False,2024-07-15
CUST-2025-001473,Bruno,Ramos,bruno.ramos@hotmail.com,GB,Whiteville,2023-08-19,Regular,1274.81,175.78,5.0,"Sports,Books",False,False,False,2025-04-03
CUST-2025-001474,Amélie,Jacquot,amélie.jacquot@orange.fr,IT,Segovia,2024-04-12,Premium,4788.39,354.12,5.7,"Electronics,Fashion",False,True,True,2024-07-21
CUST-2025-001475,Noël,Krebs,noël.krebs@gmail.com,US,Yoderborough,2025-03-15,Enterprise,22115.2,583.81,17.4,Health & Beauty,False,True,True,2025-10-02
CUST-2025-001476,Dorotea,Boulay,dorotea.boulay@yahoo.com,US,Voisin,2025-08-24,Premium,3242.47,293.9,5.8,"Home & Garden,Electronics,Health & Beauty",False,True,True,2025-11-21
CUST-2025-001477,Istvan,Dijoux,istvan.dijoux@yahoo.com,US,New Kimberly,2025-01-30,Budget,371.1,20.01,1.9,"Electronics,Home & Garden",False,True,True,2025-12-19
CUST-2025-001478,Gérard,Sáenz,gérard.sáenz@tiscali.fr,US,León,2023-02-12,Regular,1127.7,211.75,3.3,"Fashion,Health & Beauty",False,True,True,2025-10-23
CUST-2025-001479,Amaro,Chevallier,amaro.chevallier@yahoo.com,US,Zaragoza,2023-07-08,Premium,6276.65,263.8,4.4,"Books,Electronics,Home & Garden",True,True,True,2025-07-09
CUST-2025-001480,Eckehard,Garmendia,eckehard.garmendia@gmail.com,US,Schneider-la-Forêt,2024-12-29,Regular,1651.94,130.45,3.1,"Fashion,Home & Garden",False,True,True,2025-12-22
CUST-2025-001481,Ehrentraud,Perera,ehrentraud.perera@gmail.com,US,Sainte Alexandrie-les-Bains,2024-09-11,Regular,964.45,112.1,3.6,"Sports,Electronics",False,True,True,2025-10-24
CUST-2025-001482,Nathalie,Acero,nathalie.acero@yahoo.com,AU,GrégoireVille,2023-05-22,Premium,4984.1,421.15,5.4,Books,False,True,True,2023-08-28
CUST-2025-001483,Thomas,Schmiedecke,thomas.schmiedecke@yahoo.de,US,Ciudad,2025-12-07,Premium,4808.01,283.04,5.4,"Health & Beauty,Sports,Books",False,True,True,2025-12-08
CUST-2025-001484,Selim,Jacob,selim.jacob@web.de,US,Saint Josette-les-Bains,2023-02-17,Budget,338.33,66.03,2.1,Sports,False,False,True,2025-10-24
CUST-2025-001485,Susanne,Hoareau,susanne.hoareau@hotmail.com,US,Choibury,2023-09-22,Regular,1628.82,142.19,4.0,"Fashion,Health & Beauty,Electronics",False,True,True,2023-12-31
CUST-2025-001486,Danielle,Miralles,danielle.miralles@gmail.com,US,Las Palmas,2024-06-13,Regular,1222.23,169.46,2.7,Books,False,True,True,2024-10-30
CUST-2025-001487,Adoración,Molina,adoración.molina@hotmail.com,US,Kathyview,2024-05-05,Budget,366.64,60.38,1.8,"Electronics,Fashion,Sports",False,True,True,2025-12-19
CUST-2025-001488,Marvin,Chauvet,marvin.chauvet@yahoo.com,GB,Zamora,2025-11-18,Budget,478.6,47.3,1.4,"Fashion,Home & Garden",False,False,True,2025-12-20
CUST-2025-001489,Gülay,Segebahn,gülay.segebahn@yahoo.com,AU,North Linda,2023-10-27,Regular,814.4,123.54,2.7,"Health & Beauty,Fashion,Electronics",False,True,True,2024-11-03
CUST-2025-001490,Tobias,Landa,tobias.landa@gmail.com,US,Schwabmünchen,2024-01-03,Regular,1578.64,149.01,5.3,Home & Garden,False,True,False,2024-09-19
